statement_id,text,text_en,conclusions,author
829,Man kann Obst auch in Papier verpacken,You can also wrap fruit in paper,379(+),upekiuser_1340
830,"Es ist allgemein bekannt, dass Plasteverpackungen Mikroplastik absondern, dass wir dann aufnehmen",It is common knowledge that plastic packaging secrete microplastics that we then ingest,378(+),upekiuser_2475
831,Die Herstellung von Plastik hat negative Auswirkungen auf die Umwelt,The production of plastic has a negative impact on the environment,363(+),upekiuser_4059
832,"Plastik bleibt zig Jahre in der Natur, bevor es abgebaut ist und gibt umweltschädliche Stoffe dabei ab",Plastic stays in nature for tens of years before it is broken down and emits environmentally harmful substances in the process,368(-),upekiuser_4059
833,Durch die Produktion von Papierverpackungen entstehen neue Arbeitsplätze,The production of paper packaging creates new jobs,386(+),upekiuser_2668
834,Das sehe ich das so,I see it that way,813(-),upekiuser_1342
835,Weggeworfene Plastikverpackungen verrotten nicht und verschmutzen die Umwelt,Discarded plastic packaging does not rot and pollute the environment,363(+),upekiuser_4646
836,Lebensmittel können auch am Regal gekennzeichnet werden,Food can also be labeled on the shelf,391(-),upekiuser_4646
837,"Plastickverpackungen sollten verboten werden da sie die umwelt verschmutzt, es gibt genug andere möglichkeiten sein obst und gemüse nach haus zu bringen","Plastic packaging should be banned as it pollutes the environment, there are plenty of other ways to bring your fruits and vegetables home",363(+),upekiuser_712
838,Das ist wohl richtig aber der umwlt tut der viele plastikmüll nicht gut,That is probably correct but the environment is not good for the large amount of plastic waste,387(+),upekiuser_712
839,Durch die Forschung an neuen Verpackungsmöglichkeiten und der Herstellung dieser können neue Arbeitsplätze geschaffen werden,"By researching new packaging options and manufacturing them, new jobs can be created",363(+),upekiuser_1116
840,Es gibt inzwischen viele Alternativen zur Kennzeichnung von Lebensmitteln ohne diese auf der Plastikverpackung anzubringen,There are now many alternatives for labeling food without putting it on the plastic packaging,363(-),upekiuser_3181
841,Viele Lebensmittel brauchen gar keine Extra Verpakung,Many foods do not need any extra packaging,363(-),upekiuser_3181
842,Biphenol A ist nicht gut für den Körper und sondert sich mit jedem Plastikbeutel ab,Biphenol A is not good for the body and is secreted with any plastic bag,363(+),upekiuser_1801
843,"Gegen Plastikverpackungen denn es gibt genügend Alternativen, man muss sie nur nutzen","Against plastic packaging because there are enough alternatives, you just have to use them",363(+),upekiuser_589
844,es entspricht der Wahrheit und Realität,it corresponds to the truth and reality,367(-),upekiuser_589
845,"Die natürliche Abbauzeit für Plastikverpackungen liegt in einem Bereich, sodass &quot;klassische&quot; Biozyklen in keiner Weise anpassungsfähig sind",The natural breakdown time for plastic packaging is in a range that &quot;classic&quot; Biocycles are in no way adaptable,363(+),upekiuser_219
846,"Der Mensch ist faul. Und leider ist die Faulheit eine große, treibende Kraft. Entsprechend muss hier viel(!) Überzeugungsarbeit geleistet werden","Man is lazy. And unfortunately, laziness is a great driving force. Accordingly, a lot(!) Of persuasion has to be done here",390(+),upekiuser_219
847,Es gibt genügend Mehrwegbeutel oder Papiertüten um Obst und Gemüse nach Hause zu bringen,There are enough reusable bags or paper bags to bring fruit and vegetables home,363(+),upekiuser_2078
848,Tiermägen voller Plastik sodas die Tiere lebendig verhungern,Animal stomachs full of plastic so that the animals starve to death alive,367(+),upekiuser_2078
849,"Ressourcen einsparen, Ware billiger","Saving resources, goods cheaper",363(+),upekiuser_1825
850,sehr gut,very well,"386(+),324(-)",upekiuser_2585
851,"Die meisten Obst- und Gemüsesorten benötigen keine zusätzliche Verpackung und super mit den wiederverwendbaren Beutel, die die Supermärkte mittlerweile anbieten, verkauft werden",Most fruits and vegetables do not require any additional packaging and can be sold with the reusable bags that supermarkets are now offering,363(+),upekiuser_4391
852,Ist für Mensch und Tier eine Belastung und in vielen Sachen unnötig,Is a burden for humans and animals and unnecessary in many things,"368(-),324(+)",upekiuser_4718
853,Viel Müll landet an Stränden und im Meer,A lot of rubbish ends up on beaches and in the sea,366(-),upekiuser_779
854,Eindämmung der Plastikmüllberge,Containment of the mountains of plastic waste,363(+),upekiuser_4325
855,Ich vermute es ohne es konkret zu wissen,I suspect it without actually knowing it,387(+),upekiuser_4325
856,"Gerade bei weicheren Obst-/Gemüsesorten (Pfirsiche, Tomaten,...) ist es praktisch, diese einigermaßen geschützt zu haben. Auch bei Trauben, oder Erdbeeren, dient die Verpackung als Schutz, dass diese nicht einzeln durch die Einkaufstasche/Korb rollen","Especially with softer fruits and vegetables (peaches, tomatoes, ...) it is practical to have them protected to some extent. Even with grapes or strawberries, the packaging serves as protection that they do not roll individually through the shopping bag/basket",390(+),upekiuser_4833
857,Es könnte die Plastikverpackung durch ein anderes Material ersetzt werden (Papier),The plastic packaging could be replaced by another material (paper),390(-),upekiuser_4833
858,Abbau von Plastik ist nicht möglich und somit Plastik nicht sinnvoll,Degradation of plastic is not possible and therefore plastic does not make sense,368(+),upekiuser_2526
859,Ein Großteil des Obst und Gemüse hat eine natürliche Schutzhülle (Schale) und braucht keine zusätzliche Verpackung,Most of the fruit and vegetables have a natural protective cover (peel) and do not need any additional packaging,363(+),upekiuser_3246
860,Mikroplastik wurde in Gewässern und im Menchen nachgewiesen,Microplastics have been detected in bodies of water and in people,370(+),upekiuser_3246
861,"Plastik kann man vermeiden, wenn man regionale Produkte kauft. Wir brauchen keine Äpfel aus Neu Zeeland oder Südafrika",Plastic can be avoided by buying regional products. We don't need apples from New Zeeland or South Africa,363(+),upekiuser_938
862,Die Ware wird vor schäden usw. geschützt,"The goods are protected from damage, etc.",389(+),upekiuser_4184
863,Papier wird aus Bäumen hergestellt und die brauchen wir dringend,Paper is made from trees and we urgently need them,387(-),upekiuser_2342
864,ein Teil landet im Restmüll,some ends up in the residual waste,369(-),upekiuser_2150
865,Können sortenrein erstellt und gesamment werden zum Recycling,Can be created sorted and collected for recycling,381(+),upekiuser_1988
866,Zu Zeiten der Pandemie Schützt die Verpackung die frischen Produkte und Verbraucher,"In times of pandemic, packaging protects fresh produce and consumers",363(-),upekiuser_3105
867,keine nähere begründung oder auflistung der gesundheitlichen folgen,no further explanation or listing of the health consequences,370(-),upekiuser_3105
868,"wie geschrieben, der Plastikmüll versaut die Meere und die Umwelt","As written, the plastic waste messes up the oceans and the environment",363(+),upekiuser_557
869,"viele Lebensmittel haben eine eigene Verpackung.(Banane,Gurke &amp; co.)","many foods have their own packaging (banana, cucumber &amp; co.)",363(+),upekiuser_736
870,das Obst und Gemüse kann ich schliesslich putzen und säubern,I can finally clean and clean the fruit and vegetables,389(-),upekiuser_736
871,Verpackungen unnötig da obst und Gemüse ihre Schalen als haben,Packaging unnecessary because fruits and vegetables have their shells,363(+),upekiuser_4862
872,lebensdauer nicht da,lifetime not there,380(-),upekiuser_2504
873,ist alles schädlich egal pappe oder plastik dann lieber mit eigenen gefässen einkaufen,"if everything is harmful, regardless of cardboard or plastic, you should shop with your own containers",363(-),upekiuser_943
874,"unverpacktes Obst im Supermarkt ist unhygienisch und ekelhaft, weil jeder es mit ungewaschenen Fingern anfasst oder darauf husten kann",Unpackaged fruit in the supermarket is unsanitary and disgusting because anyone can touch it with unwashed fingers or cough on it,363(-),upekiuser_1042
875,"einige Nahrungsmittel verderben unverpackt schneller (z.B. Salatgurke), es würde also mehr Gemüse in den Müll geraten","Some foods spoil faster if they are not packed (e.g. cucumber), so more vegetables would end up in the trash",363(-),upekiuser_1042
876,SInd oft überflüssig,They are often superfluous,"363(+),387(-)",upekiuser_4036
877,schädlich für Tiere,harmful to animals,363(+),upekiuser_1376
878,simpler fakt,simple fact,365(+),upekiuser_1376
879,"Selber schon häufig erlebt, dass unverpackte Tomaten o.ä. durch anderen Einkauf zerquetscht werde",I have often seen that unpackaged tomatoes or the like being crushed by other purchases,390(+),upekiuser_2415
880,Ein Plastikverbot würde Mehrweggefäße fördern,A plastic ban would encourage reusable containers,363(+),upekiuser_521
881,"Die Forschung sollte schnell mal was neues finden, um Lebensmittel umweltfreundlich zu verpacken",Research should quickly find something new to package food in an environmentally friendly way,363(+),upekiuser_3479
882,"Es ist bereits bewiesen, dass Plastikverpackungen die Meere schädigen",It has already been proven that plastic packaging harms the oceans,382(-),upekiuser_5090
883,Weil unsere Meere wirklich schon voll damit sind,Because our seas are really already full of it,364(+),upekiuser_3479
884,------------------------------------------,------------------------------------------,365(+),upekiuser_4585
885,Nicht wiederverwertetes Plastik ist ein großes Problem,Unrecycled plastic is a big problem,368(+),upekiuser_1196
886,das auge ist mit,the eye is with,389(+),upekiuser_1895
887,Ich habe kein Auto und muß meinen Einkauf zu Fuß transportieren,I don't have a car and have to transport my groceries on foot,392(+),upekiuser_1248
888,In den Meeren kommt es heute schon vor dass Schildkröten und andere Meerestiere qualvoll verenden,In the oceans it already happens today that turtles and other marine animals perish in agony,"366(+),937(+)",upekiuser_3670
889,es sind schon millionen tonnen auf dem meeresgrund,there are already millions of tons on the seabed,364(+),upekiuser_1613
890,die Leute fassen alles an und so wir das Lbensmittel besser geschützt,people touch everything and so we better protect the food,363(-),upekiuser_5059
891,durch das pastik halten sich die lebensmittel länger,the food lasts longer thanks to the pastik,363(-),upekiuser_2882
892,Schädlichkeit der Verpackungen müüsen noch erforscht werden,The harmfulness of the packaging still needs to be researched,382(+),upekiuser_3759
893,Weil Papier bei Regen schnell durch ist,Because paper gets through quickly in the rain,392(+),upekiuser_3857
894,"gerade zu Corona Zeiten, ist es eklig, wenn jedermann das Obst/Gemüse angrabbelt","Especially in Corona times, it is disgusting when everyone grabs at the fruit/vegetables",385(+),upekiuser_3857
895,"Plastikverpackungen sind unnötig, da man die Lebensmittel zu Hause sowieso meist gleich auspackt und die Verpackung wegwirft",Plastic packaging is unnecessary because you usually unpack the food at home and throw away the packaging,363(+),upekiuser_160
896,Es interessiert mich einfach nicht,I just don't care,366(-),upekiuser_160
897,es ist ungesund,it is unhealthy,374(+),upekiuser_160
898,Habe schon Fotos gesehen,Have already seen photos,367(+),upekiuser_3297
899,mit einer hohen recyclingquote für plastikverpackung kann deren umweeltbilanz verbessert werden,"With a high recycling rate for plastic packaging, its environmental balance can be improved",363(-),upekiuser_3809
900,Es gibt mittlerweile gute Alternativen zu Plastikverpackungen,There are now good alternatives to plastic packaging,363(+),upekiuser_4143
901,"In Zeiten von Corona sind verpackte Lebensmittel doch etwas Hygienischer , die Verpackung sollte aber richtig entsorgt werden ","In times of Corona, packaged food is a bit more hygienic, but the packaging should be disposed of properly",363(-),upekiuser_1955
902,Mikroplastik kann auch von Kläranlagen nicht herausgefiltert werden,Microplastics cannot be filtered out by sewage treatment plants either,370(-),upekiuser_1955
903,immer mehr Fische droht das aussterben und meine Enkel sollen doch auch wissen was ein Wal oder Delphin ist .Das sind Lebewesen und kei n Müll,More and more fish are threatened with extinction and my grandchildren should also know what a whale or dolphin is. They are living beings and not rubbish,"364(+),368(-)",upekiuser_1534
904,ich liebe alle Tiere,i love all animals,377(+),upekiuser_2373
905,es werden keine keime oder bakterien von anderen Kunden übertragen,no germs or bacteria are transmitted from other customers,389(+),upekiuser_4655
906,man kann den Inhalt nicht gut sehen ,you can't see the content well,380(-),upekiuser_4655
907,Fotos beweisen das,Photos prove that,366(-),upekiuser_3449
908,Keine Fakten genannt,No facts mentioned,364(-),upekiuser_3449
909,Biokunststoffe sollten gefördert und klassische Kunststoffe verboten werden,Bioplastics should be promoted and classic plastics should be banned,363(-),upekiuser_343
910,Plastikverpackungen sollte man selber verarbeiten können z.B. mit einem 3D-Drucker,"You should be able to process plastic packaging yourself, e.g. with a 3D printer",363(-),upekiuser_343
911,Plastik wird durch die Natur zum Mikroplastik und reichert sich in der Nahrungskette an,Nature turns plastic into microplastic and accumulates in the food chain,363(+),upekiuser_353
912,"Plastik ist nicht gleich Plastik, da sollte man schon genauer differenzieren","Not all plastic is the same, so you should differentiate more precisely",387(+),upekiuser_343
913,Damit wird unsere Gesundheit langfristig gestört,This disturbs our health in the long term,911(-),upekiuser_353
914,"Es sollte absolut verboten werden, letzendlich schadet es dem Obst und Gemüse. Schnellerer verderb",It should be absolutely forbidden as it ultimately harms fruits and vegetables. Faster spoilage,363(+),upekiuser_3205
915,Bestehen praktische Alternativen aus einem robusten und evtl. sogar wiederverwertbarem Material stehen sie Plastikverpackungen in Nichts nach und sind zudem noch umweltfreundlich,"If there are practical alternatives made of a robust and possibly even recyclable material, they are in no way inferior to plastic packaging and are also environmentally friendly",363(+),upekiuser_2992
916,optisch ansprechender,visually appealing,389(+),upekiuser_909
917,teilweise würde die Plastikverpackung durch eine andere ersetzt werden und dafür wären wieder Arbeitsplätze notwendig,"In some cases, the plastic packaging would be replaced by a different one and jobs would be necessary again",386(-),upekiuser_3910
918,Einige Verpackungen verbergen Schäden des Inhalts,Some packaging hides damage to the contents,363(+),upekiuser_1873
919,Bereits seit langer Zeit gibt es Biologisch abbaubaren Kunststoff,Biodegradable plastics have been around for a long time,363(+),upekiuser_4616
920,Microplastik schadet unseren Erbgut/DNA/Zellfunktion da es sich in und an Körperzellen festsetzt und die Zellgesundheit schadet was die Funktion von Zellen einschränkt/verhindert bis hin zu kontraproduktiven Zellfunktionen erzeugt wodurch Mutationen und Prionische Defekte entstehen da schadhafte DNA auch Schadhafte Eiweiße hervorbringen die zu Krebs und Zellgiften führen was in unseren Organismus gespült wird und da im ungünstigsten Fall wohl weitreichende Körperschäden verursacht. Denn niemand kann im Vorfeld sagen wie der Zellschaden individuell aussehen wird und damit auch welche Folgen das hat,"Microplastics damage our genetic material/DNA/cell function because it sticks in and on body cells and damages cell health, which restricts/prevents the function of cells and even creates counterproductive cell functions whereby mutations and prionic defects arise as damaged DNA also produce harmful proteins that lead to cancer and cell toxins cause what is flushed into our organism and, in the worst case, it can cause extensive body damage. Because nobody can say in advance how the cell damage will look like and what the consequences will be",363(+),upekiuser_4616
921,"Wenn es sich sehr langsam abbaut dann kann es auch einen sehr lang andauernden Schaden verursachen. Denn wenn wir darüber Diskutieren müßen dann sind wir offensichtlich nicht in der Lage, das Plastik das offenbar viel Schaden und Leid verursacht, was wir ebenfalls real wahrnehmen können, von uns fernzuhalten","If it degrades very slowly then it can also cause very long lasting damage. Because if we have to discuss it then we are obviously not able to keep away from us the plastic that apparently causes a lot of damage and suffering, which we can also perceive in real life",368(+),upekiuser_4616
922,wenn ich Umweltschutz betreibe und dafür Bäume opfere für Plastik sehe ich keinen Sinn,"if I do environmental protection and sacrifice trees for plastic, I see no point",387(+),upekiuser_1159
923,obst und gemüse sind von natur ausreichend verpackt,fruit and vegetables are naturally packed sufficiently,363(+),upekiuser_914
924,"ich liebe alle Tiere und deshalb, sollte man auch die andere umweltbewusste Seite sehen",I love all animals and that's why you should also see the other environmentally conscious side,392(+),upekiuser_708
925,Dies ist nur eine Ausrede,This is just an excuse,383(-),upekiuser_2236
926,Unsere Großeltern haben es auch geschaft die lebensmittel nach hause zu bringen,Our grandparents also managed to bring the groceries home,390(-),upekiuser_2236
927,"Deutschland muss als gutes Beispiel vorangehen, um andere Länder zu überzeugen. Sonst tut sich nie etwas",Germany has to set a good example to convince other countries. Otherwise nothing will ever happen,363(+),upekiuser_2251
928,Plastikverpackungen werden oft oft achtlos weggeworfen und stellen somit ein Umweltproblem dar,Plastic packaging is often carelessly thrown away and thus represents an environmental problem,363(+),upekiuser_3148
929,Sollte nicht Mehr Geben dieser Müll,Shouldn't give anymore this rubbish,363(+),upekiuser_2213
930,Obst udn Gemüse können auch Plastikverpackung portioniert/in Stückzahlen im Supermarkt zum Verkauf angeboten werden,Fruit and vegetables can also be portioned / offered in plastic packaging in the supermarket for sale,363(+),upekiuser_864
931,"Obst und Gemüse werden vor dem Verzehr ohnehin gewaschen, sodass auf eine Umverpackung aus vermeintlichen Hygienegründen aus Plastik verzichtet werden kann","Fruits and vegetables are washed before they are eaten anyway, so that there is no need for outer packaging made of plastic for alleged hygiene reasons",363(+),upekiuser_864
932,"Die Verschmutzung der Umwelt durch Mikroplastik hat nicht vorhersehbare Konsequenzen nicht nur für die umwelt, sondern auch die Menschen",The pollution of the environment by microplastics has unpredictable consequences not only for the environment but also for people,363(+),upekiuser_4307
933,Die Auswrkungen von plastik auf die Umwelt hat insbesondere durch Mikroplastik einen schädlicheren Einfluss als Papier,"The impact of plastic on the environment is more damaging than paper, especially due to microplastics",382(-),upekiuser_4307
934,"In der Gesamtbetrachtung ist auch die Entsorgung zu betrachten, die durch Mikroplastik nicht bezigfferbar ist","In the overall view, disposal must also be considered, which cannot be labeled with microplastics","387(-),364(+)",upekiuser_4307
935,schon oft gesehen,seen many times,366(+),upekiuser_4188
936,die sind inzwischen viel besser geworden,they are much better now,388(-),upekiuser_2388
937,"da der plastikmüll nicht ordentlich getrennt und wiederverwertet wird, landet er leider oft im meer wo er viel schaden anrichtet","Since the plastic waste is not properly separated and recycled, it unfortunately often ends up in the sea where it causes a lot of damage",363(+),upekiuser_829
938,es wahr ist,it is true,378(+),upekiuser_829
939,Es gibt zu viel Müll in den Meeren,There is too much rubbish in the seas,"364(+),324(+)",upekiuser_4685
940,"sofortige Handlung muss passieren, nicht warten bis umweltschädlichere Alternative bewiesen ist. Und wer sagt, dass man das Obst überhaupt verpacken muss","Immediate action must be taken, not waiting for a more environmentally harmful alternative to be proven. And who says you have to pack the fruit at all?",382(-),upekiuser_2014
941,wirklich viele tiere sterben müssen dadurch,a lot of animals have to die as a result,367(-),upekiuser_1608
942,Tiere können daran ersticken,Animals can choke on it,366(-),upekiuser_269
943,Plastik wird überall sorglos in der Natur entsorgt,Plastic is carelessly disposed of everywhere in nature,363(+),upekiuser_2161
944,Gedankenlosigkeit der Plastikentsorgung wird an die Jugend weiter gegeben,The thoughtlessness of plastic disposal is passed on to the young,363(+),upekiuser_2161
945,"In Flüssen werden weggeworfene Plastikflaschen und andere Plastikverpackungen direk über den Wasserwegt ins Meer weiter transportiert, wo sie für die Meerestiere als Ersten todbringend sein können","In rivers, discarded plastic bottles and other plastic packaging are transported directly by water into the sea, where they can be the first to kill the marine animals",368(+),upekiuser_2161
946,kehr über den Kreislauf in die Nahrungskette zurück und vergiftet Organismen,return to the food chain via the cycle and poison organisms,363(+),upekiuser_2159
947,Plastik gibt Schadstoffe an die damit verpackten Lebensittel ab,Plastic releases harmful substances into the food it contains,363(+),upekiuser_173
948,"Eine Banane oder einen Apfel brauche ich gar nicht zu verpacken, DAS IST umweltfreundlicher","I don't even need to pack a banana or an apple, IT'S more environmentally friendly",382(-),upekiuser_173
949,Na warum schon - schalten Sie mal Ihre Brine ein,Well why should you - turn on your brine,515(-),upekiuser_1166
950,Gerade jetzt in der Corona Zeit ist eine Plastikverpackung viel hygienischer für Obst und Gemüse,"Especially now in the Corona era, plastic packaging is much more hygienic for fruit and vegetables",363(-),upekiuser_849
951,Natürliche Produkte wie Lebensmittel sollte man nicht mit unnatürlichen Produkten verpacken,Natural products such as food should not be packed with unnatural products,363(+),upekiuser_5323
952,"Recycling dauert viel zu lange, Tiere imMeer können daran ersticken",Recycling takes far too long and animals in the sea can suffocate,381(-),upekiuser_3515
953,Weil das Mikroplastik nicht verottet,Because microplastics don't rot,364(+),upekiuser_3838
954,"Einiges an Obst und Gemüse verdirbt in Plastikverpackungen schneller, was diese Verpackungen überflüssig macht","Some fruit and vegetables spoil faster in plastic packaging, which makes this packaging superfluous",363(+),upekiuser_2140
955,Ist zu abstrakt und wenig greifbar,Is too abstract and not very tangible,374(+),upekiuser_5419
956,Plastik aus dem Meer wird durch die Nahrungskette wieder zu uns gelangen. Aber dieses Mal in den Magen,Plastic from the ocean will come back to us through the food chain. But this time in the stomach,363(+),upekiuser_2981
957,"Es gibt schon super Alternativen zu Plastik, die entweder billiger oder besser sind",There are great alternatives to plastic that are either cheaper or better,363(+),upekiuser_2981
958,"Es gibt eine neue Technologie des Coatings, was unschädlich und ohne Plastik ist","There is a new technology of coating, which is harmless and without plastic",379(+),upekiuser_2981
959,"Würde das jedes Land sagen, gäbe es niemanden, der etwas dagegen tut. Es gibt sowas, das nennt sich Vorbildfunktion. Jemand muss anfangen","If every country said that, there would be no one to do something about it. There is something called a role model. Somebody has to start",383(-),upekiuser_2981
960,Stimmt nicht. Bei Hitze und ggf. auch bei Nässe können giftige Stoffe aus dem Plastik gelöst werden. Besonders bei Plastik aus z.B. China,That's not true. Toxic substances can be released from the plastic when it is hot or wet. Especially with plastic from e.g. China,392(-),upekiuser_2981
961,Es gibt momentan keine gleichwertigen Alternativen zu Plastikverpackungen,There are currently no equivalent alternatives to plastic packaging,392(+),upekiuser_1457
962,"Wenn Plastikverpackungen in der Ökoilanz besser sind als alle denkbaren Alternativen, sollte man diese nicht generell verbieten","If plastic packaging is better in the eco-balance than all conceivable alternatives, it should not be banned in general",363(-),upekiuser_4342
963,"Mein Kenntnisstand reicht leider nicht aus, um genau sagen zu können, ob aus den Plastkverpackungen hormonverändernde Stoffe auf die Nahrungsmittel übergehen. Allerdings scheint mir das auch noch nicht ausreichend erforscht und somit als Argument untauglich","Unfortunately, my level of knowledge is insufficient to be able to say exactly whether hormone-changing substances are transferred from the plastic packaging to the food. However, it does not seem to me that this has been sufficiently researched and is therefore unsuitable as an argument",374(-),upekiuser_4342
964,"Überzeugend, weil schon darüber berichtet wurde, dass dem so ist",Convincing because it has already been reported that this is the case,"366(+),368(+),370(+)",upekiuser_356
965,"Die Frage, ob Plastikverpackungen schädlicher sind, ist bereits beantwortet und dementsprechend nicht unklar",The question of whether plastic packaging is more harmful has already been answered and therefore not unclear,382(-),upekiuser_356
966,"Nur weil ein Verbot nichts für das Klima bringt, sollte man die anderen Vorteile eines Verbotes nicht unter den Tisch fallen lassen",Just because a ban is not good for the climate should not ignore the other benefits of a ban,"387(-),359(+)",upekiuser_356
967,Arbeitsplätze hängen immer von irgendetwas ab. An der Produktion von Telefonzellen hingen auch viele Arbeitsplätze ab und trotzdem gibt es keine Telefonzellen mehr,"Jobs always depend on something. Many jobs also depended on the production of telephone booths, and yet there are no more telephone booths",386(-),upekiuser_356
968,Plastikmüll verschmutzt die Weltmeere,Plastic waste pollutes the world's oceans,363(+),upekiuser_2605
969,Plastiktüten sind ein unnötiger Zusatz die der Welt schaden,Plastic bags are an unnecessary addition that harm the world,380(+),upekiuser_3324
970,in vepackungen faulen die früchte u gemüse eher,The fruits and vegetables tend to rot in packaging,363(+),upekiuser_832
971,"Wenn es um die eigene Gesundheit unmittelbar geht, werden die Leute schneller hellhörig","When it comes to their own health, people are quick to prick up their ears",370(+),upekiuser_4345
972,Wir haben zum vergleich europa den höchsten papierverbrauch,"Compared to europe, we have the highest paper consumption",387(+),upekiuser_3565
973,Das Argument ist nachvollziehbar,The argument is understandable,380(+),upekiuser_5000
974,"Kann man mit eigenen Augen, bei jedem Spaziergang sehen",You can see it with your own eyes every time you walk,368(+),upekiuser_3308
975,"Transport ist sicherer, da Lebensmittel nicht loose sind",Transportation is safer because food is not loose,390(+),upekiuser_2082
976,ich mussen kann mann machen,I have to be able to do that,"363(+),380(-)",upekiuser_3047
977,"es ist bkannt, dass Plastik nicht verrottet und die Meere verseucht",it is known that plastic does not rot and pollute the seas,382(-),upekiuser_1444
979,Durch Plastik werden andere Resourcen geschohnt,Plastic spares other resources,363(-),upekiuser_1529
980,Langzeitfolgen der Gesundheit durch Mikroplastik sind nicht absehbar,Long-term health effects from microplastics cannot be foreseen,363(+),upekiuser_1529
981,Plastikverpackungen machen Einkäufe hygienischer,Plastic packaging makes shopping more hygienic,363(-),upekiuser_4290
982,Ist eine Tatsache,Is a fact,"373(-),372(-)",upekiuser_3084
983,"Die Gesundheit ist wichtig, denn es geht um das eigene Leben",Health is important because it is about your own life,"365(-),336(+)",upekiuser_3084
984,Die Gesundheit von Menschen und Tieren ist sehr wichtig und eine Tatsache,Human and animal health is very important and a fact,"375(-),366(-)",upekiuser_3084
985,"Man sieht im TV immer wieder Meerestiere, die sich in Plastik verfangen und verletzt sind",You see marine animals on TV that get caught in plastic and are injured,366(+),upekiuser_4315
986,"Es wurde schon MIkroplastik in Tieren gefunden, aber auch in Flüssen und auf Äckern","Microplastics have already been found in animals, but also in rivers and in fields",370(+),upekiuser_4315
987,"Plastikverpackungen sind Gesundheitsgefärdend, Mikroplastik kann Menschen schaden und das muss berücksichtigt werden","Plastic packaging is dangerous to health, microplastics can harm people and that must be taken into account",370(+),upekiuser_2752
988,Papierverpackungen sind aber nicht schädlich in der Benutzung und schneller abbaubar als Plastik,"However, paper packaging is not harmful to use and is more rapidly degradable than plastic",387(-),upekiuser_2752
1483,"Gesundheitsrisiken noch immer zu wenig erforscht, vor allem die langfristigen Auswirkungen wenn jahrzehntelang gentechnisch veränderte Produkte gegessen werden","There is still too little research into health risks, especially the long-term effects of eating genetically modified products for decades",324(+),upekiuser_4865
1484,eventuell negative Folgen für die einheimische Wildtierwelt durch gentechnisch veränderte Feldpflanzen,possible negative consequences for the indigenous wildlife from genetically modified crops,336(+),upekiuser_4865
1485,Damit die Leute in Armen Regionen wie Afrika sich selber ernähren können,So that people in poor regions like Africa can feed themselves,354(+),upekiuser_4190
1486,Insekten können mit genveränderten Planzen nichts/wenig anfangen und werden aussterben,Insects cannot do anything/little with genetically modified plants and will die out,324(+),upekiuser_3531
1487,Wir sollten lieber weniger Kinder bekommen,We should rather have fewer children,345(-),upekiuser_871
1488,arme Länder können sich wieder selbst ernähren,poor countries can feed themselves again,354(+),upekiuser_1576
1489,Es ist ein Eingriff in die Natur,It is an encroachment on nature,324(+),upekiuser_767
1490,Gesundheitliche Folgen nicht erforscht + und nicht kalkulierbar sind,Health consequences not researched + and cannot be calculated,324(+),upekiuser_5367
1491,Welternährung sollte sich nicht auf Verantwortung einzelner Großkonzerne vertrauen,Food for the world should not rely on the responsibility of individual large corporations,324(+),upekiuser_5367
1492,alles gut,all good,324(-),upekiuser_1256
1493,Mutation,mutation,336(+),upekiuser_3548
1494,Es sollten unabhängige Labore die Test überprüfen,Independent laboratories should review the tests,342(-),upekiuser_3548
1495,"Samen werden über die Luft verbreitet,man kann das nicht eindemmen","Seeds are spread through the air, you can't contain that",329(-),upekiuser_3748
1496,könnte in 3.Ländern helfen,could help in 3rd countries,354(+),upekiuser_3748
1497,Mehr Nahrung,More food,349(+),upekiuser_4452
1498,"Es ist nicht nachvollziehbar, was für Folgen diese Manipulationen der Natur haben",It is incomprehensible what the consequences of these manipulations of nature are,324(+),upekiuser_988
1499,Die Anzahl der Menschen steigt und viele leiden an Hunger,The number of people is increasing and many are starving,324(-),upekiuser_439
1500,"Man sollte durch die Klimaänderung versuchen Getreidesorten zu finden, die sich vielleicht jetzt besser unseren Breitengraden anpassen können","Due to climate change, one should try to find types of grain that may now better adapt to our latitudes",324(+),upekiuser_4434
1501,"Vielzahl negativer Folgen für Mensch, Tier &amp; Umwelt","Variety of negative consequences for humans, animals &amp; environment",324(+),upekiuser_1512
1502,es bereits so ist,it is already like that,338(+),upekiuser_1512
1503,"Weil eine Vielzahl v. Wildtieren erlegt werden, jedoch nicht mehr zum Verzehr geeignet sind","Because a multitude of v. Wild animals are shot, but are no longer suitable for consumption",330(+),upekiuser_1512
1504,"ist bereits so, durch manipuliertes Saatgut","is already like this, through manipulated seeds",332(+),upekiuser_1512
1505,Konzerne wie Monsanto können Patente auf gentechnisch veränderte Lebensmittel anmelden und arme Bauern stark ausbeuten,Corporations like Monsanto can register patents on genetically modified food and exploit poor farmers heavily,339(-),upekiuser_2541
1506,So etwas sollte nicht über Verbote geregelt werden,Such a thing should not be regulated by bans,324(-),upekiuser_5012
1507,Bei manchen Lebensmittel ist es schwierig ohne Verpackung,With some foods it is difficult to do without packaging,324(-),upekiuser_5012
1508,passt nicht gut,does not fit well,347(-),upekiuser_147
1509,unglaubwürdig,implausible,350(+),upekiuser_147
1510,Gentechnisch veränderte Lebensmittel sind gesundheitsschädlich,Genetically modified foods are harmful to health,338(+),upekiuser_40
